,n_row,시도,시군구,생년,RFID구분,축종,품종,마릿수
1482,1483,충청남도,천안시,2008,외장형,개,골든 리트리버,2
1483,1484,충청남도,천안시,2008,인식표,개,골든 리트리버,1
1484,1485,충청남도,천안시,2008,내장형,개,기타,1
1485,1486,충청남도,천안시,2008,외장형,개,꼬똥 드 뚤레아,1
1486,1487,충청남도,천안시,2008,내장형,개,꼬똥 드 뚤레아,1
1487,1488,충청남도,천안시,2008,외장형,개,닥스훈트,6
1488,1489,충청남도,천안시,2008,인식표,개,닥스훈트,1
1489,1490,충청남도,천안시,2008,내장형,개,닥스훈트,2
1490,1491,충청남도,천안시,2008,내장형,개,도베르만,1
1491,1492,충청남도,천안시,2008,내장형,개,도사,1
1492,1493,충청남도,천안시,2008,인식표,개,말라뮤트,1
1493,1494,충청남도,천안시,2008,외장형,개,말티즈,133
1494,1495,충청남도,천안시,2008,인식표,개,말티즈,26
1495,1496,충청남도,천안시,2008,내장형,개,말티즈,67
1496,1497,충청남도,천안시,2008,내장형,개,미니어쳐 슈나우저,2
1497,1498,충청남도,천안시,2008,외장형,개,미니어쳐 푸들,2
1498,1499,충청남도,천안시,2008,외장형,개,미니어쳐 핀셔,10
1499,1500,충청남도,천안시,2008,인식표,개,미니어쳐 핀셔,5
1500,1501,충청남도,천안시,2008,내장형,개,미니어쳐 핀셔,4
1501,1502,충청남도,천안시,2008,외장형,개,믹스견,37
1502,1503,충청남도,천안시,2008,인식표,개,믹스견,9
1503,1504,충청남도,천안시,2008,내장형,개,믹스견,20
1504,1505,충청남도,천안시,2008,외장형,개,비글,2
1505,1506,충청남도,천안시,2008,내장형,개,비글,1
1506,1507,충청남도,천안시,2008,내장형,개,빠삐용,1
1507,1508,충청남도,천안시,2008,내장형,개,사모예드,1
1508,1509,충청남도,천안시,2008,내장형,개,삽살개,4
1509,1510,충청남도,천안시,2008,외장형,개,셔틀랜드 쉽독,1
1510,1511,충청남도,천안시,2008,외장형,개,슈나우져,11
1511,1512,충청남도,천안시,2008,내장형,개,슈나우져,8
1512,1513,충청남도,천안시,2008,외장형,개,스피츠,6
1513,1514,충청남도,천안시,2008,내장형,개,스피츠,1
1514,1515,충청남도,천안시,2008,내장형,개,시베리안 허스키,1
1515,1516,충청남도,천안시,2008,외장형,개,시츄,54
1516,1517,충청남도,천안시,2008,인식표,개,시츄,6
1517,1518,충청남도,천안시,2008,내장형,개,시츄,36
1518,1519,충청남도,천안시,2008,외장형,개,아메리칸 코카 스파니엘,1
1519,1520,충청남도,천안시,2008,인식표,개,아메리칸 코카 스파니엘,1
1520,1521,충청남도,천안시,2008,내장형,개,아메리칸 코카 스파니엘,2
1521,1522,충청남도,천안시,2008,외장형,개,알라스칸 말라뮤트,1
1522,1523,충청남도,천안시,2008,외장형,개,요크셔 테리어,42
1523,1524,충청남도,천안시,2008,인식표,개,요크셔 테리어,9
1524,1525,충청남도,천안시,2008,내장형,개,요크셔 테리어,24
1525,1526,충청남도,천안시,2008,외장형,개,웰시 코기 펨브로크,1
1526,1527,충청남도,천안시,2008,내장형,개,웰시 코기 펨브로크,1
1527,1528,충청남도,천안시,2008,외장형,개,재패니즈 스피츠,1
1528,1529,충청남도,천안시,2008,내장형,개,재패니즈 스피츠,1
1529,1530,충청남도,천안시,2008,외장형,개,제페니즈칭,2
1530,1531,충청남도,천안시,2008,외장형,개,진도견,9
1531,1532,충청남도,천안시,2008,인식표,개,진도견,4
1532,1533,충청남도,천안시,2008,외장형,개,치와와,14
1533,1534,충청남도,천안시,2008,인식표,개,치와와,5
1534,1535,충청남도,천안시,2008,내장형,개,치와와,5
1535,1536,충청남도,천안시,2008,외장형,개,코카 스파니엘,6
1536,1537,충청남도,천안시,2008,인식표,개,코카 스파니엘,1
1537,1538,충청남도,천안시,2008,내장형,개,코카 스파니엘,3
1538,1539,충청남도,천안시,2008,외장형,개,토이 푸들,7
1539,1540,충청남도,천안시,2008,인식표,개,토이 푸들,2
1540,1541,충청남도,천안시,2008,내장형,개,토이 푸들,3
1541,1542,충청남도,천안시,2008,외장형,개,퍼그,1
1542,1543,충청남도,천안시,2008,외장형,개,페키니즈,6
1543,1544,충청남도,천안시,2008,내장형,개,페키니즈,3
1544,1545,충청남도,천안시,2008,외장형,개,포메라니안,13
1545,1546,충청남도,천안시,2001,외장형,개,믹스견,5
1546,1547,충청남도,천안시,2001,내장형,개,믹스견,3
1547,1548,충청남도,천안시,2001,내장형,개,보더 콜리,1
1548,1549,충청남도,천안시,2001,외장형,개,보스턴 테리어,1
1549,1550,충청남도,천안시,2001,외장형,개,비글,1
1550,1551,충청남도,천안시,2001,외장형,개,빠삐용,1
1551,1552,충청남도,천안시,2001,외장형,개,슈나우져,3
1552,1553,충청남도,천안시,2001,내장형,개,슈나우져,2
1553,1554,충청남도,천안시,2001,외장형,개,시츄,19
1554,1555,충청남도,천안시,2017,외장형,개,올드 잉글리쉬 쉽독,3
1555,1556,충청남도,천안시,2017,내장형,개,올드 잉글리쉬 쉽독,2
1556,1557,충청남도,천안시,2017,외장형,개,요크셔 테리어,19
1557,1558,충청남도,천안시,2017,인식표,개,요크셔 테리어,7
1558,1559,충청남도,천안시,2017,내장형,개,요크셔 테리어,29
1559,1560,충청남도,천안시,2017,외장형,개,웰시 코기 카디건,1
1560,1561,충청남도,천안시,2017,내장형,개,웰시 코기 카디건,1
1561,1562,충청남도,천안시,2017,외장형,개,웰시 코기 펨브로크,25
1562,1563,충청남도,천안시,2017,인식표,개,웰시 코기 펨브로크,7
1563,1564,충청남도,천안시,2017,내장형,개,웰시 코기 펨브로크,42
1564,1565,충청남도,천안시,2017,외장형,개,이탈리안 그레이 하운드,5
1565,1566,충청남도,천안시,2017,인식표,개,이탈리안 그레이 하운드,2
1566,1567,충청남도,천안시,2017,내장형,개,이탈리안 그레이 하운드,7
1567,1568,충청남도,천안시,2017,인식표,개,잉글리쉬 코카 스파니엘,1
1568,1569,충청남도,천안시,2017,외장형,개,재패니즈 스피츠,4
1569,1570,충청남도,천안시,2017,내장형,개,재패니즈 스피츠,2
1570,1571,충청남도,천안시,2017,외장형,개,잭 러셀 테리어,1
1571,1572,충청남도,천안시,2017,내장형,개,잭 러셀 테리어,3
1572,1573,충청남도,천안시,2017,인식표,개,제페니즈칭,1
1573,1574,충청남도,천안시,2017,내장형,개,제페니즈칭,1
1574,1575,충청남도,천안시,2017,외장형,개,진도견,28
1575,1576,충청남도,천안시,2017,인식표,개,진도견,17
1576,1577,충청남도,천안시,2017,내장형,개,진도견,42
1577,1578,충청남도,천안시,2017,인식표,개,차우차우,1
1578,1579,충청남도,천안시,2017,내장형,개,차우차우,1
1579,1580,충청남도,천안시,2017,외장형,개,치와와,49
1580,1581,충청남도,천안시,2017,인식표,개,치와와,19
1581,1582,충청남도,천안시,2017,내장형,개,치와와,99
1582,1583,충청남도,천안시,2017,외장형,개,카네 코르소,1
1583,1584,충청남도,천안시,2017,내장형,개,카네 코르소,1
1584,1585,충청남도,천안시,2021,외장형,개,토이 푸들,83
1585,1586,충청남도,천안시,2021,내장형,개,토이 푸들,15
1586,1587,충청남도,천안시,2021,외장형,개,퍼그,10
1587,1588,충청남도,천안시,2021,내장형,개,퍼그,2
1588,1589,충청남도,천안시,2021,외장형,개,페키니즈,2
1589,1590,충청남도,천안시,2021,내장형,개,페키니즈,2
1590,1591,충청남도,천안시,2021,외장형,개,페터데일테리어,1
1591,1592,충청남도,천안시,2021,외장형,개,포메라니안,378
1592,1593,충청남도,천안시,2021,내장형,개,포메라니안,104
1593,1594,충청남도,천안시,2021,외장형,개,폭스테리어,1
1594,1595,충청남도,천안시,2021,내장형,개,폭스테리어,1
1595,1596,충청남도,천안시,2021,외장형,개,푸들,271
1596,1597,충청남도,천안시,2021,내장형,개,푸들,131
1597,1598,충청남도,천안시,2021,외장형,개,풍산견,6
1598,1599,충청남도,천안시,2021,내장형,개,풍산견,4
1599,1600,충청남도,천안시,2021,외장형,개,프렌치 불독,35
1600,1601,충청남도,천안시,2021,내장형,개,프렌치 불독,23
1601,1602,충청남도,천안시,2021,외장형,개,화이트테리어,4
1602,1603,충청남도,천안시,2021,내장형,개,화이트테리어,1
1603,1604,충청남도,천안시,2021,외장형,개,휘펫,1
1604,1605,충청남도,천안시,2022,외장형,개,골든 리트리버,23
1605,1606,충청남도,천안시,2022,내장형,개,골든 리트리버,19
1606,1607,충청남도,천안시,2022,외장형,개,그레이 하운드,3
1607,1608,충청남도,천안시,2022,내장형,개,그레이트 덴,2
1608,1609,충청남도,천안시,2022,외장형,개,기타,30
1609,1610,충청남도,천안시,2022,내장형,개,기타,12
1610,1611,충청남도,천안시,2022,외장형,개,꼬똥 드 뚤레아,1
1611,1612,충청남도,천안시,2022,내장형,개,꼬똥 드 뚤레아,4
1612,1613,충청남도,천안시,2022,내장형,개,노퍽 테리어,1
1613,1614,충청남도,천안시,2022,외장형,개,닥스훈트,17
1614,1615,충청남도,천안시,2022,내장형,개,닥스훈트,7
1615,1616,충청남도,천안시,2022,외장형,개,도베르만,1
1616,1617,충청남도,천안시,2022,내장형,개,도베르만,4
1617,1618,충청남도,천안시,2022,외장형,개,라브라도 리트리버,21
1618,1619,충청남도,천안시,2022,내장형,개,라브라도 리트리버,8
1619,1620,충청남도,천안시,2012,내장형,개,포메라니안,80
1620,1621,충청남도,천안시,2008,인식표,개,포메라니안,2
1621,1622,충청남도,천안시,2008,내장형,개,포메라니안,10
1622,1623,충청남도,천안시,2008,내장형,개,포인터,1
1623,1624,충청남도,천안시,2008,외장형,개,푸들,38
1624,1625,충청남도,천안시,2008,인식표,개,푸들,16
1625,1626,충청남도,천안시,2008,내장형,개,푸들,27
1626,1627,충청남도,천안시,2008,내장형,개,풍산견,1
1627,1628,충청남도,천안시,2008,인식표,개,프렌치 불독,1
1628,1629,충청남도,천안시,2008,외장형,개,화이트테리어,1
1629,1630,충청남도,천안시,2009,외장형,개,골든 리트리버,2
1630,1631,충청남도,천안시,2010,인식표,개,코카 스파니엘,1
1631,1632,충청남도,천안시,2010,내장형,개,코카 스파니엘,6
1632,1633,충청남도,천안시,2010,외장형,개,토이 푸들,9
1633,1634,충청남도,천안시,2010,내장형,개,토이 푸들,5
1634,1635,충청남도,천안시,2010,외장형,개,퍼그,2
1635,1636,충청남도,천안시,2010,인식표,개,퍼그,1
1636,1637,충청남도,천안시,2010,내장형,개,퍼그,3
1637,1638,충청남도,천안시,2010,외장형,개,페키니즈,19
1638,1639,충청남도,천안시,2010,인식표,개,페키니즈,3
1639,1640,충청남도,천안시,2010,내장형,개,페키니즈,9
1640,1641,충청남도,천안시,2010,외장형,개,포메라니안,52
1641,1642,충청남도,천안시,2010,인식표,개,포메라니안,11
1642,1643,충청남도,천안시,2010,내장형,개,포메라니안,30
1643,1644,충청남도,천안시,2010,외장형,개,푸들,85
1644,1645,충청남도,천안시,2010,인식표,개,푸들,18
1645,1646,충청남도,천안시,2010,내장형,개,푸들,57
1646,1647,충청남도,천안시,2010,외장형,개,풍산견,4
1647,1648,충청남도,천안시,2010,내장형,개,풍산견,1
1648,1649,충청남도,천안시,2010,외장형,개,프렌치 불독,2
1649,1650,충청남도,천안시,2010,인식표,개,프렌치 불독,1
1650,1651,충청남도,천안시,2010,내장형,개,프렌치 불독,2
1651,1652,충청남도,천안시,2010,외장형,개,화이트리트리버,1
1652,1653,충청남도,천안시,2010,외장형,개,화이트테리어,1
1653,1654,충청남도,천안시,2001,인식표,개,시츄,5
1654,1655,충청남도,천안시,2001,내장형,개,시츄,6
1655,1656,충청남도,천안시,2001,외장형,개,요크셔 테리어,20
1656,1657,충청남도,천안시,2001,인식표,개,요크셔 테리어,1
1657,1658,충청남도,천안시,2001,내장형,개,요크셔 테리어,1
1658,1659,충청남도,천안시,2001,외장형,개,진도견,1
1659,1660,충청남도,천안시,2001,외장형,개,치와와,3
1660,1661,충청남도,천안시,2001,외장형,개,코카 스파니엘,2
1661,1662,충청남도,천안시,2001,인식표,개,코카 스파니엘,1
1662,1663,충청남도,천안시,2001,내장형,개,코카 스파니엘,1
1663,1664,충청남도,천안시,2001,내장형,개,토이 푸들,1
1664,1665,충청남도,천안시,2001,외장형,개,페키니즈,1
1665,1666,충청남도,천안시,2001,인식표,개,페키니즈,1
1666,1667,충청남도,천안시,2001,외장형,개,포메라니안,1
1667,1668,충청남도,천안시,2001,외장형,개,푸들,7
1668,1669,충청남도,천안시,2001,외장형,개,화이트테리어,1
1669,1670,충청남도,천안시,2002,외장형,개,골든 리트리버,3
1670,1671,충청남도,천안시,2002,외장형,개,기타,1
1671,1672,충청남도,천안시,2002,인식표,개,기타,1
1672,1673,충청남도,천안시,2002,외장형,개,닥스훈트,1
1673,1674,충청남도,천안시,2002,외장형,개,말티즈,35
1674,1675,충청남도,천안시,2002,인식표,개,말티즈,3
1675,1676,충청남도,천안시,2002,내장형,개,말티즈,14
1676,1677,충청남도,천안시,2002,외장형,개,미니어쳐 슈나우저,3
1677,1678,충청남도,천안시,2002,인식표,개,미니어쳐 슈나우저,1
1678,1679,충청남도,천안시,2002,외장형,개,미니어쳐 핀셔,2
1679,1680,충청남도,천안시,2002,인식표,개,미니어쳐 핀셔,1
1680,1681,충청남도,천안시,2002,외장형,개,믹스견,25
1681,1682,충청남도,천안시,2002,인식표,개,믹스견,1
1682,1683,충청남도,천안시,2002,내장형,개,믹스견,5
1683,1684,충청남도,천안시,2002,외장형,개,슈나우져,8
1684,1685,충청남도,천안시,2002,내장형,개,슈나우져,2
1685,1686,충청남도,천안시,2002,외장형,개,시츄,34
1686,1687,충청남도,천안시,2002,인식표,개,시츄,4
1687,1688,충청남도,천안시,2002,내장형,개,시츄,13
1688,1689,충청남도,천안시,2002,인식표,개,아메리칸 코카 스파니엘,1
1689,1690,충청남도,천안시,2002,외장형,개,요크셔 테리어,25
1690,1691,충청남도,천안시,2002,인식표,개,요크셔 테리어,1
1691,1692,충청남도,천안시,2002,내장형,개,요크셔 테리어,8
1692,1693,충청남도,천안시,2002,외장형,개,잭 러셀 테리어,1
1693,1694,충청남도,천안시,2002,인식표,개,진도견,2
1694,1695,충청남도,천안시,2002,외장형,개,차이니즈 크레스티드 독,1
1695,1696,충청남도,천안시,2012,내장형,개,포인터,1
1696,1697,충청남도,천안시,2012,외장형,개,푸들,169
1697,1698,충청남도,천안시,2012,인식표,개,푸들,29
1698,1699,충청남도,천안시,2012,내장형,개,푸들,128
1699,1700,충청남도,천안시,2012,외장형,개,풍산견,2
1700,1701,충청남도,천안시,2012,내장형,개,풍산견,2
1701,1702,충청남도,천안시,2012,외장형,개,프렌치 불독,9
1702,1703,충청남도,천안시,2012,인식표,개,프렌치 불독,2
1703,1704,충청남도,천안시,2012,외장형,개,핏불테리어,1
1704,1705,충청남도,천안시,2012,외장형,개,화이트테리어,3
1705,1706,충청남도,천안시,2012,외장형,개,휘펫,1
1706,1707,충청남도,천안시,2013,외장형,개,골든 리트리버,10
1707,1708,충청남도,천안시,2013,인식표,개,골든 리트리버,1
1708,1709,충청남도,천안시,2013,내장형,개,골든 리트리버,12
1709,1710,충청남도,천안시,2013,외장형,개,그레이 하운드,1
1710,1711,충청남도,천안시,2013,외장형,개,기타,8
1711,1712,충청남도,천안시,2013,내장형,개,기타,6
1712,1713,충청남도,천안시,2013,외장형,개,꼬똥 드 뚤레아,2
1713,1714,충청남도,천안시,2013,내장형,개,꼬똥 드 뚤레아,2
1714,1715,충청남도,천안시,2013,외장형,개,닥스훈트,27
1715,1716,충청남도,천안시,2013,인식표,개,닥스훈트,5
1716,1717,충청남도,천안시,2013,내장형,개,닥스훈트,17
1717,1718,충청남도,천안시,2013,인식표,개,도베르만,1
1718,1719,충청남도,천안시,2013,외장형,개,라브라도 리트리버,9
1719,1720,충청남도,천안시,2013,내장형,개,라브라도 리트리버,10
1720,1721,충청남도,천안시,2013,외장형,개,라사 압소,1
1721,1722,충청남도,천안시,2013,내장형,개,라사 압소,1
1722,1723,충청남도,천안시,2013,내장형,개,레이크랜드 테리어,1
1723,1724,충청남도,천안시,2013,외장형,개,말라뮤트,1
1724,1725,충청남도,천안시,2013,내장형,개,말라뮤트,2
1725,1726,충청남도,천안시,2013,외장형,개,말티즈,362
1726,1727,충청남도,천안시,2013,인식표,개,말티즈,78
1727,1728,충청남도,천안시,2013,내장형,개,말티즈,276
1728,1729,충청남도,천안시,2013,내장형,개,맨체스터테리어,1
1729,1730,충청남도,천안시,2013,외장형,개,미니어쳐 닥스훈트,3
1730,1731,충청남도,천안시,2013,내장형,개,미니어쳐 닥스훈트,1
1731,1732,충청남도,천안시,2013,외장형,개,미니어쳐 슈나우저,1
1732,1733,충청남도,천안시,2013,인식표,개,미니어쳐 슈나우저,1
1733,1734,충청남도,천안시,2013,내장형,개,미니어쳐 슈나우저,3
1734,1735,충청남도,천안시,2013,외장형,개,미니어쳐 푸들,7
1735,1736,충청남도,천안시,2013,인식표,개,미니어쳐 푸들,3
1736,1737,충청남도,천안시,2013,내장형,개,미니어쳐 푸들,2
1737,1738,충청남도,천안시,2013,외장형,개,미니어쳐 핀셔,18
1738,1739,충청남도,천안시,2013,인식표,개,미니어쳐 핀셔,3
1739,1740,충청남도,천안시,2013,내장형,개,미니어쳐 핀셔,15
1740,1741,충청남도,천안시,2013,외장형,개,미디엄 푸들,1
1741,1742,충청남도,천안시,2017,외장형,개,캐벌리어 킹 찰스 스파니엘,1
1742,1743,충청남도,천안시,2017,내장형,개,캐벌리어 킹 찰스 스파니엘,3
1743,1744,충청남도,천안시,2017,외장형,개,코카 스파니엘,5
1744,1745,충청남도,천안시,2017,인식표,개,코카 스파니엘,1
1745,1746,충청남도,천안시,2017,내장형,개,코카 스파니엘,11
1746,1747,충청남도,천안시,2017,내장형,개,코카시안오브차카,1
1747,1748,충청남도,천안시,2017,내장형,개,콜리,1
1748,1749,충청남도,천안시,2017,외장형,개,토이 푸들,15
1749,1750,충청남도,천안시,2017,인식표,개,토이 푸들,10
1750,1751,충청남도,천안시,2017,내장형,개,토이 푸들,28
1751,1752,충청남도,천안시,2017,외장형,개,티베탄 마스티프,1
1752,1753,충청남도,천안시,2017,외장형,개,퍼그,4
1753,1754,충청남도,천안시,2017,인식표,개,퍼그,2
1754,1755,충청남도,천안시,2017,내장형,개,퍼그,15
1755,1756,충청남도,천안시,2017,외장형,개,페키니즈,2
1756,1757,충청남도,천안시,2017,인식표,개,페키니즈,2
1757,1758,충청남도,천안시,2017,내장형,개,페키니즈,3
1758,1759,충청남도,천안시,2017,외장형,개,포메라니안,117
1759,1760,충청남도,천안시,2017,인식표,개,포메라니안,67
1760,1761,충청남도,천안시,2017,내장형,개,포메라니안,221
1761,1762,충청남도,천안시,2017,외장형,개,포인터,1
1762,1763,충청남도,천안시,2017,인식표,개,포인터,2
1763,1764,충청남도,천안시,2017,내장형,개,포인터,1
1764,1765,충청남도,천안시,2017,외장형,개,푸들,150
1765,1766,충청남도,천안시,2017,인식표,개,푸들,79
1766,1767,충청남도,천안시,2017,내장형,개,푸들,377
1767,1768,충청남도,천안시,2017,외장형,개,풍산견,2
1768,1769,충청남도,천안시,2017,인식표,개,풍산견,7
1769,1770,충청남도,천안시,2017,내장형,개,풍산견,2
1770,1771,충청남도,천안시,2017,외장형,개,프렌치 불독,13
1771,1772,충청남도,천안시,2017,인식표,개,프렌치 불독,9
1772,1773,충청남도,천안시,2017,내장형,개,프렌치 불독,31
1773,1774,충청남도,천안시,2017,인식표,개,프렌치 브리타니,1
1774,1775,충청남도,천안시,2017,인식표,개,핏불테리어,4
1775,1776,충청남도,천안시,2017,내장형,개,핏불테리어,2
1776,1777,충청남도,천안시,2017,내장형,개,휘펫,3
1777,1778,충청남도,천안시,2022,내장형,개,마리노이즈,1
1778,1779,충청남도,천안시,2022,외장형,개,마스티프,1
1779,1780,충청남도,천안시,2022,외장형,개,말티즈,170
1780,1781,충청남도,천안시,2022,내장형,개,말티즈,51
1781,1782,충청남도,천안시,2022,내장형,개,미니어쳐 슈나우저,2
1782,1783,충청남도,천안시,2022,외장형,개,미니어쳐 푸들,13
1783,1784,충청남도,천안시,2022,외장형,개,미니어쳐 핀셔,3
1784,1785,충청남도,천안시,2022,내장형,개,미니어쳐 핀셔,1
1785,1786,충청남도,천안시,2022,외장형,개,미디엄 푸들,1
1786,1787,충청남도,천안시,2022,외장형,개,믹스견,507
1787,1788,충청남도,천안시,2022,내장형,개,믹스견,346
1788,1789,충청남도,천안시,2022,내장형,개,버니즈 마운틴 독,1
1789,1790,충청남도,천안시,2022,외장형,개,베들링턴 테리어,4
1790,1791,충청남도,천안시,2022,내장형,개,베들링턴 테리어,1
1791,1792,충청남도,천안시,2022,내장형,개,벨기에 그로넨달,1
1792,1793,충청남도,천안시,2022,외장형,개,보더 콜리,15
1793,1794,충청남도,천안시,2022,내장형,개,보더 콜리,15
1794,1795,충청남도,천안시,2022,외장형,개,보스턴 테리어,3
1795,1796,충청남도,천안시,2022,내장형,개,보스턴 테리어,2
1796,1797,충청남도,천안시,2022,내장형,개,불독,1
1797,1798,충청남도,천안시,2022,외장형,개,비글,1
1798,1799,충청남도,천안시,2022,외장형,개,비숑 프리제,394
1799,1800,충청남도,천안시,2022,내장형,개,비숑 프리제,114
1800,1801,충청남도,천안시,2022,외장형,개,빠삐용,2
1801,1802,충청남도,천안시,2022,외장형,개,사모예드,4
1802,1803,충청남도,천안시,2022,내장형,개,사모예드,3
1803,1804,충청남도,천안시,2022,내장형,개,삽살개,3
1804,1805,충청남도,천안시,2022,외장형,개,샤페이,1
1805,1806,충청남도,천안시,2022,외장형,개,셔틀랜드 쉽독,5
1806,1807,충청남도,천안시,2022,내장형,개,셔틀랜드 쉽독,1
1807,1808,충청남도,천안시,2022,외장형,개,슈나우져,2
1808,1809,충청남도,천안시,2011,외장형,개,골든 리트리버,7
1809,1810,충청남도,천안시,2011,인식표,개,골든 리트리버,2
1810,1811,충청남도,천안시,2011,내장형,개,골든 리트리버,6
1811,1812,충청남도,천안시,2011,외장형,개,그레이 하운드,1
1812,1813,충청남도,천안시,2011,외장형,개,기타,2
1813,1814,충청남도,천안시,2011,내장형,개,기타,1
1814,1815,충청남도,천안시,2011,외장형,개,닥스훈트,14
1815,1816,충청남도,천안시,2011,인식표,개,닥스훈트,7
1816,1817,충청남도,천안시,2011,내장형,개,닥스훈트,12
1817,1818,충청남도,천안시,2011,외장형,개,달마시안,1
1818,1819,충청남도,천안시,2011,외장형,개,라브라도 리트리버,3
1819,1820,충청남도,천안시,2011,내장형,개,라브라도 리트리버,1
1820,1821,충청남도,천안시,2011,외장형,개,말라뮤트,2
1821,1822,충청남도,천안시,2011,외장형,개,말티즈,289
1822,1823,충청남도,천안시,2011,인식표,개,말티즈,52
1823,1824,충청남도,천안시,2011,내장형,개,말티즈,140
1824,1825,충청남도,천안시,2011,외장형,개,미니어쳐 슈나우저,2
1825,1826,충청남도,천안시,2011,내장형,개,미니어쳐 슈나우저,3
1826,1827,충청남도,천안시,2011,외장형,개,미니어쳐 푸들,1
1827,1828,충청남도,천안시,2011,인식표,개,미니어쳐 푸들,1
1828,1829,충청남도,천안시,2011,내장형,개,미니어쳐 푸들,1
1829,1830,충청남도,천안시,2011,외장형,개,미니어쳐 핀셔,16
1830,1831,충청남도,천안시,2011,내장형,개,미니어쳐 핀셔,8
1831,1832,충청남도,천안시,2011,외장형,개,미디엄 푸들,1
1832,1833,충청남도,천안시,2011,외장형,개,믹스견,83
1833,1834,충청남도,천안시,2011,인식표,개,믹스견,26
1834,1835,충청남도,천안시,2009,내장형,개,골든 리트리버,1
1835,1836,충청남도,천안시,2009,내장형,개,그레이트 피레니즈,1
1836,1837,충청남도,천안시,2009,내장형,개,기타,2
1837,1838,충청남도,천안시,2009,외장형,개,꼬똥 드 뚤레아,1
1838,1839,충청남도,천안시,2009,내장형,개,꼬똥 드 뚤레아,2
1839,1840,충청남도,천안시,2009,외장형,개,닥스훈트,10
1840,1841,충청남도,천안시,2009,인식표,개,닥스훈트,3
1841,1842,충청남도,천안시,2009,내장형,개,닥스훈트,6
1842,1843,충청남도,천안시,2009,외장형,개,라브라도 리트리버,2
1843,1844,충청남도,천안시,2009,내장형,개,라브라도 리트리버,1
1844,1845,충청남도,천안시,2009,외장형,개,라사 압소,1
1845,1846,충청남도,천안시,2009,외장형,개,말라뮤트,1
1846,1847,충청남도,천안시,2009,외장형,개,말티즈,191
1847,1848,충청남도,천안시,2009,인식표,개,말티즈,42
1848,1849,충청남도,천안시,2009,내장형,개,말티즈,103
1849,1850,충청남도,천안시,2009,외장형,개,미니어쳐 슈나우저,1
1850,1851,충청남도,천안시,2009,내장형,개,미니어쳐 슈나우저,1
1851,1852,충청남도,천안시,2009,외장형,개,미니어쳐 푸들,2
1852,1853,충청남도,천안시,2009,외장형,개,미니어쳐 핀셔,15
1853,1854,충청남도,천안시,2009,내장형,개,미니어쳐 핀셔,3
1854,1855,충청남도,천안시,2009,인식표,개,미디엄 푸들,1
1855,1856,충청남도,천안시,2009,외장형,개,믹스견,64
1856,1857,충청남도,천안시,2009,인식표,개,믹스견,12
1857,1858,충청남도,천안시,2009,내장형,개,믹스견,20
1858,1859,충청남도,천안시,2009,외장형,개,베들링턴 테리어,1
1859,1860,충청남도,천안시,2009,내장형,개,베들링턴 테리어,1
1860,1861,충청남도,천안시,2009,내장형,개,보더 콜리,1
1861,1862,충청남도,천안시,2009,외장형,개,보스턴 테리어,1
1862,1863,충청남도,천안시,2009,내장형,개,보스턴 테리어,1
1863,1864,충청남도,천안시,2009,외장형,개,비글,1
1864,1865,충청남도,천안시,2009,내장형,개,비글,2
1865,1866,충청남도,천안시,2009,외장형,개,비숑 프리제,2
1866,1867,충청남도,천안시,2009,내장형,개,비숑 프리제,1
1867,1868,충청남도,천안시,2009,외장형,개,빠삐용,1
1868,1869,충청남도,천안시,2009,외장형,개,삽살개,2
1869,1870,충청남도,천안시,2009,내장형,개,삽살개,3
1870,1871,충청남도,천안시,2009,내장형,개,셔틀랜드 쉽독,2
1871,1872,충청남도,천안시,2009,외장형,개,슈나우져,10
1872,1873,충청남도,천안시,2009,인식표,개,슈나우져,1
1873,1874,충청남도,천안시,2009,내장형,개,슈나우져,4
1874,1875,충청남도,천안시,2009,내장형,개,스탠다드 푸들,1
1875,1876,충청남도,천안시,2009,외장형,개,스피츠,7
1876,1877,충청남도,천안시,2009,내장형,개,스피츠,9
1877,1878,충청남도,천안시,2009,외장형,개,시베리안 허스키,1
1878,1879,충청남도,천안시,2009,외장형,개,시츄,65
1879,1880,충청남도,천안시,2009,인식표,개,시츄,19
1880,1881,충청남도,천안시,2009,내장형,개,시츄,25
1881,1882,충청남도,천안시,2009,인식표,개,아메리칸 불독,1
1882,1883,충청남도,천안시,2009,내장형,개,아메리칸 코카 스파니엘,2
1883,1884,충청남도,천안시,2009,인식표,개,아키다,1
1884,1885,충청남도,천안시,2009,외장형,개,올드 잉글리쉬 쉽독,1
1885,1886,충청남도,천안시,2002,외장형,개,치와와,2
1886,1887,충청남도,천안시,2002,내장형,개,치와와,1
1887,1888,충청남도,천안시,2002,외장형,개,코카 스파니엘,7
1888,1889,충청남도,천안시,2002,인식표,개,코카 스파니엘,1
1889,1890,충청남도,천안시,2002,내장형,개,콜리,1
1890,1891,충청남도,천안시,2002,외장형,개,토이 푸들,1
1891,1892,충청남도,천안시,2002,외장형,개,페키니즈,3
1892,1893,충청남도,천안시,2002,외장형,개,포메라니안,2
1893,1894,충청남도,천안시,2002,내장형,개,포메라니안,2
1894,1895,충청남도,천안시,2002,외장형,개,푸들,13
1895,1896,충청남도,천안시,2002,인식표,개,푸들,1
1896,1897,충청남도,천안시,2002,내장형,개,푸들,2
1897,1898,충청남도,천안시,2003,내장형,개,골든 리트리버,1
